X1,id,available_Cycle,available_Walk,available_HSR,available_Car,time_Cycle,time_Walk,time_HSR,time_Car,access_Cycle,access_Walk,access_HSR,access_Car,wait_Cycle,wait_Walk,wait_HSR,wait_Car,transfer_Cycle,transfer_Walk,transfer_HSR,transfer_Car,parking,vehind,gender,age,shared,family,child,street_density,sidewalk_density,LAT,LONG,PersonalVehComf_SD,PersonalVehComf_D,PersonalVehComf_A,PersonalVehComf_SA,Fun_SD,Fun_D,Fun_A,Fun_SA,ActiveNeigh_SD,ActiveNeigh_D,ActiveNeigh_A,ActiveNeigh_SA,UsefulTrans_SD,UsefulTrans_D,UsefulTrans_A,UsefulTrans_SA,BusComf_SD,BusComf_D,BusComf_A,BusComf_SA,TravelAlone_SD,TravelAlone_D,TravelAlone_A,TravelAlone_SA,Shelters_SD,Shelters_D,Shelters_A,Shelters_SA,Community_SD,Community_D,Community_A,Community_SA,personal_veh_comfortable,getting_there_fun,like_active_neighborhood,commute_useful_transition,buses_comfortable,prefer_travel_alone,shelter_good_quality,sense_community,numna
1080,575317286,No,No,Yes,Yes,NA,.,10,10,0,0,7,0,0,0,5,0,0,0,1,0,No,Yes,Man,30,No,No,No,15.54417558,27.99182082,43.252838,-79.875966,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,A,D,A,N,A,D,A,D,2
1081,575318738,No,No,Yes,Yes,NA,.,60,25,0,0,8.32,0,0,0,10.23,0,0,0,1,0,No,No,Woman,20,No,Living with Family,Yes,3.456511866,4.26771005,43.202573,-79.893322,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,A,N,D,N,N,D,A,N,2
1082,575322214,No,Yes,Yes,No,NA,1,1,.,0,0,10.66,0,0,0,10.23,0,0,0,0,0,No,No,Man,21,Living in Shared Accommodations,No,No,14.30782564,37.4575743,43.257648,-79.923876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,2
1083,575324270,No,No,Yes,Yes,NA,.,60,25,0,0,2.48,0,0,0,10.23,0,0,0,1,0,No,No,Woman,21,No,Living with Family,Yes,5.946342799,9.729268644,43.192746,-79.85376,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,A,D,A,A,A,D,A,D,2
1084,575327533,Yes,Yes,No,Yes,2.91407871,10,.,1,0,0,0,0,0,0,10.23,0,0,0,100000,0,No,Yes,Man,22,Living in Shared Accommodations,No,No,15.73366442,35.69782751,43.258146,-79.910796,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,A,N,N,N,D,D,D,SD,3
1085,575327715,No,No,Yes,Yes,NA,.,12,4,0,0,5,0,0,0,5,0,0,0,0,0,No,Yes,Woman,23,Living in Shared Accommodations,No,No,6.513789412,4.543402359,43.262135,-79.896666,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,A,D,A,N,SD,N,N,A,2
1086,575331956,Yes,Yes,Yes,No,6.211180124,21.31438721,12,.,0,0,1,0,0,0,5,0,0,0,0,0,No,No,Man,24,Living in Shared Accommodations,No,No,13.55660792,8.22849688,43.25222,-79.93953,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,A,N,D,N,D,N,N,3
1087,575333794,No,Yes,Yes,No,NA,15,2,.,0,0,6.21,0,0,0,10.23,0,0,0,0,0,No,No,Woman,20,Living in Shared Accommodations,No,No,19.4975356,39.64003191,43.261318,-79.907289,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,SA,SA,SA,N,D,N,D,SA,2
1088,575338122,Yes,Yes,No,Yes,1.457039355,5,.,2,0,0,0,0,0,0,10.23,0,0,0,100000,0,No,Yes,Woman,21,Living in Shared Accommodations,No,No,15.73366442,35.69782751,43.260292,-79.913012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,N,N,A,SA,N,A,D,N,3
1089,575346176,No,No,Yes,Yes,NA,.,5,6,0,0,7,0,0,0,6,0,0,0,0,0,No,Yes,Woman,21,Living in Shared Accommodations,No,No,10.18232626,19.88144051,43.257401,-79.932111,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,A,SA,N,D,A,SA,D,D,2
1090,575350769,Yes,Yes,Yes,No,2.91407871,10,5,.,0,0,21.31,0,0,0,10.23,0,0,0,0,0,Yes,No,Man,19,No,No,No,20.70828227,24.61861474,43.255307,-79.869304,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,A,A,A,A,A,A,D,N,3
1091,575353650,Yes,Yes,No,Yes,1.457039355,5,.,4,0,0,0,0,0,0,10.23,0,0,0,100000,0,No,No,Woman,20,Living in Shared Accommodations,No,No,11.88381306,18.5668136,43.257934,-79.914077,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,A,A,A,D,N,D,N,SD,3
1092,575359967,No,No,Yes,Yes,NA,.,5,5,0,0,1,0,0,0,7,0,0,0,0,0,No,Yes,Woman,22,Living in Shared Accommodations,No,No,19.4975356,39.64003191,43.259156,-79.902437,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,A,D,N,D,N,N,D,D,2
1093,575361025,Yes,Yes,Yes,No,2.039855097,7,15,.,0,0,24.84,0,0,0,10.23,0,0,0,0,0,No,No,Woman,20,Living in Shared Accommodations,No,No,10.18232626,19.88144051,43.257621,-79.924838,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,N,N,D,N,D,D,D,D,3
1094,575366579,No,No,Yes,Yes,NA,.,30,45,0,0,10.66,0,0,0,10.23,0,0,0,1,0,No,No,Man,21,No,Living with Family,Yes,10.10814511,20.28181241,43.218472,-79.918446,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,A,D,N,N,N,D,D,A,2
1095,575368630,No,Yes,Yes,Yes,NA,62.11180124,5,3,0,0,0,0,0,0,5,0,0,0,0,0,No,Yes,Woman,22,Living in Shared Accommodations,No,No,14.30782564,37.4575743,43.257822,-79.919413,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,A,A,A,N,A,N,D,SD,3
1096,575371914,No,No,Yes,Yes,NA,.,50,22,0,0,5,0,0,0,5,0,0,0,0,0,No,No,Man,20,No,Living with Family,Yes,9.86995894,37.94660628,43.229978,-79.741308,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,SA,N,A,N,A,D,A,A,2
1097,575378666,Yes,No,Yes,Yes,7,.,20,15,0,0,31.97,0,0,0,10.23,0,0,0,0,0,No,No,Man,22,Living in Shared Accommodations,No,No,11.88381306,18.5668136,43.257705,-79.9222,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,SA,SA,SA,N,A,N,D,D,3
1098,575381441,No,No,Yes,Yes,NA,.,102,40,0,0,20.25,0,0,0,10.23,0,0,0,1,0,Yes,No,Woman,42,No,Living with Family,Yes,8.116943139,18.24258558,43.209487,-79.922471,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,SD,N,D,N,N,N,N,2
1099,575383866,No,Yes,Yes,Yes,NA,20,5,5,0,0,6.21,0,0,0,10.23,0,0,0,0,0,No,No,Woman,20,Living in Shared Accommodations,No,No,19.4975356,39.64003191,43.258845,-79.904759,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,A,D,A,N,D,D,N,D,3
1100,575397029,No,Yes,Yes,No,NA,15,5,.,0,0,1.24,0,0,0,10.23,0,0,0,0,0,No,No,Woman,19,Living in Shared Accommodations,No,No,15.73366442,35.69782751,43.260301,-79.910886,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,A,D,D,D,D,A,D,D,2
1101,575401496,No,No,Yes,Yes,NA,.,10,5,0,0,30,0,0,0,15,0,0,0,1,0,No,No,Woman,25,No,No,No,14.18364008,17.29882243,43.260227,-79.896776,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,N,D,N,D,SD,N,N,2
1102,575402066,Yes,Yes,Yes,No,1.457039355,5,3,.,0,0,10.66,0,0,0,10.23,0,0,0,0,0,No,No,Man,24,Living in Shared Accommodations,No,No,14.30782564,37.4575743,43.257822,-79.919413,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,N,SD,SD,SA,A,N,D,D,3
1103,575402275,No,No,Yes,Yes,NA,.,40,15,0,0,20,0,0,0,15,0,0,0,1,0,No,Yes,Woman,24,Living in Shared Accommodations,No,No,21.3649085,33.07639925,43.253591,-79.859222,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N,N,SA,N,N,N,A,N,2
1104,575404205,No,Yes,Yes,Yes,NA,15,2,2,0,0,21.31,0,0,0,10.23,0,0,0,0,0,No,No,Man,19,Living in Shared Accommodations,No,No,4.643304097,6.352265804,43.257315,-79.935414,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,SA,A,A,A,A,SD,D,A,3
1105,575415453,No,No,Yes,Yes,NA,.,40,15,0,0,10,0,0,0,30,0,0,0,2,0,No,No,Woman,18,No,Living with Family,Yes,11.40930954,16.98011831,43.221965,-79.908241,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,SA,A,SA,A,A,D,A,D,2
1106,575416159,No,Yes,Yes,No,NA,20,5,.,0,0,24.84,0,0,0,10.23,0,0,0,0,0,No,No,Woman,21,Living in Shared Accommodations,No,No,19.4975356,39.64003191,43.258845,-79.904759,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,A,D,N,D,D,D,D,A,2
1107,575418572,Yes,Yes,Yes,No,5.245341678,18,5,.,0,0,18.63,0,0,0,10.23,0,0,0,0,0,No,No,Woman,21,Living in Shared Accommodations,No,No,14.30782564,37.4575743,43.257822,-79.919413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N,N,N,N,N,A,N,N,3
1108,575425113,Yes,Yes,Yes,No,2.91407871,10,2,.,0,0,0,0,0,0,10.23,0,0,0,0,0,No,No,Woman,21,Living in Shared Accommodations,No,No,19.4975356,39.64003191,43.261318,-79.907289,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,SA,A,N,D,A,N,A,D,3
1109,575428539,No,No,Yes,Yes,NA,.,12,5,0,0,2,0,0,0,30,0,0,0,0,0,No,No,Woman,21,Living in Shared Accommodations,No,No,6.513789412,4.543402359,43.262135,-79.896666,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,N,A,N,D,N,D,N,2
1110,575431990,No,Yes,Yes,No,NA,10,2,.,0,0,3.2,0,0,0,10.23,0,0,0,0,0,No,No,Man,20,Living in Shared Accommodations,No,No,15.73366442,35.69782751,43.258146,-79.910796,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,A,N,A,N,A,N,A,N,2
1111,575432252,No,No,Yes,Yes,NA,.,60,20,0,0,12.42,0,0,0,10.23,0,0,0,2,0,No,No,Woman,22,No,Living with Family,Yes,12.85369698,21.87369897,43.233158,-79.911709,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,SA,D,A,N,D,SA,D,A,2
1112,575432883,No,Yes,Yes,Yes,NA,7,10,3,0,0,24.84,0,0,0,10.23,0,0,0,0,0,No,Yes,Woman,23,Living in Shared Accommodations,No,No,11.88381306,18.5668136,43.257905,-79.914817,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,A,A,A,A,A,N,D,A,3
1113,575436907,No,Yes,Yes,Yes,NA,10.65719361,3,45,0,0,10.66,0,0,0,10.23,0,0,0,0,0,No,Yes,Man,21,Living in Shared Accommodations,No,No,14.30782564,37.4575743,43.25365,-79.92142,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,D,A,D,SD,D,N,D,D,3
1114,575458147,No,No,Yes,Yes,NA,.,10,7,0,0,2,0,0,0,5,0,0,0,0,0,No,No,Man,22,Living in Shared Accommodations,No,No,10.18232626,19.88144051,43.257401,-79.932111,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,SA,D,D,N,A,N,A,A,2
1115,575464424,Yes,Yes,Yes,No,2.91407871,10,5,.,0,0,10.66,0,0,0,10.23,0,0,0,0,0,No,No,Man,23,Living in Shared Accommodations,No,No,19.4975356,39.64003191,43.261318,-79.907289,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,A,D,SA,D,A,D,SD,A,3
1116,575468190,No,Yes,Yes,No,NA,12,3,.,0,0,2.13,0,0,0,10.23,0,0,0,0,0,No,No,Man,22,Living in Shared Accommodations,No,No,15.73366442,35.69782751,43.258146,-79.910796,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,A,A,SA,D,A,N,A,A,2
1117,575470562,No,Yes,No,Yes,NA,18,.,3,0,0,0,0,0,0,10.23,0,0,0,100000,0,No,Yes,Woman,21,Living in Shared Accommodations,No,No,11.88381306,18.5668136,43.257934,-79.914077,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,N,A,A,N,D,N,N,2
1118,575483076,No,No,Yes,Yes,NA,.,22,15,0,0,5.33,0,0,0,10.23,0,0,0,2,0,No,Yes,Man,22,Living in Shared Accommodations,No,No,19.4975356,39.64003191,43.259156,-79.902437,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,SA,D,A,D,N,D,N,D,2
1119,575486178,No,Yes,Yes,No,NA,15,5,.,0,0,11.68,0,0,0,10.23,0,0,0,0,0,No,No,Woman,21,Living in Shared Accommodations,No,No,11.88381306,18.5668136,43.257705,-79.9222,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,A,D,SA,A,A,N,A,SD,2
1120,575492467,Yes,Yes,Yes,No,4.371118065,15,5,.,0,0,12.42,0,0,0,10.23,0,0,0,0,0,No,No,Woman,20,Living in Shared Accommodations,No,No,10.18232626,19.88144051,43.254172,-79.923765,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,A,D,D,D,D,D,A,A,3
1121,575494068,No,Yes,Yes,Yes,NA,25,7,2,0,0,0,0,0,0,10.23,0,0,0,0,0,No,Yes,Woman,22,Living in Shared Accommodations,No,No,16.50261063,31.43903392,43.252363,-79.922035,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,SA,A,N,N,SD,A,A,A,3
1122,575506686,No,No,Yes,Yes,NA,.,50,19,0,0,8,0,0,0,15,0,0,0,1,0,No,No,Man,22,No,Living with Family,Yes,11.13677057,9.062364011,43.197612,-79.873128,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,A,N,N,SD,N,A,D,A,2
1123,575511351,No,Yes,Yes,No,NA,7,5,.,0,0,4.97,0,0,0,10.23,0,0,0,0,0,No,No,Woman,21,Living in Shared Accommodations,No,No,15.73366442,35.69782751,43.260292,-79.913012,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,A,N,A,N,A,A,D,A,2
1124,575541716,Yes,Yes,Yes,Yes,4.371118065,15,5,2,0,0,37.27,0,0,0,10.23,0,0,0,0,0,No,Yes,Woman,23,Living in Shared Accommodations,No,No,15.39379834,26.06792804,43.256097,-79.913552,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,N,N,SA,A,N,N,D,D,4
1125,575542212,Yes,Yes,Yes,No,2.91407871,10,2,.,0,0,6.21,0,0,0,10.23,0,0,0,0,0,No,No,Woman,20,Living in Shared Accommodations,No,No,15.73366442,35.69782751,43.258076,-79.911943,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,A,A,D,N,A,A,A,N,3
1126,575556448,Yes,Yes,Yes,No,6.211180124,21.31438721,5,.,0,0,2,0,0,0,0,0,0,0,0,0,No,No,Man,21,Living in Shared Accommodations,No,No,16.18344475,35.43306805,43.262216,-79.90513,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,A,N,N,D,A,N,N,A,3
1127,575560705,No,Yes,Yes,No,NA,15,2,.,0,0,37.27,0,0,0,10.23,0,0,0,0,0,No,No,Woman,21,Living in Shared Accommodations,No,No,11.88381306,18.5668136,43.257878,-79.916677,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,A,SA,SA,A,A,N,A,N,2
1128,575570840,No,No,Yes,Yes,NA,.,30,15,0,0,5,0,0,0,10,0,0,0,0,0,No,No,Man,22,No,Living with Family,No,16.91204413,30.56501574,43.247742,-79.839943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,A,N,N,N,D,N,N,A,2
1129,575582394,No,No,Yes,Yes,NA,.,55,25,0,0,7,0,0,0,10,0,0,0,0,0,No,No,Man,21,No,Living with Family,Yes,7.607711389,17.19519818,43.21568,-79.7131,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,A,A,A,A,A,A,A,A,2
1130,575592437,Yes,Yes,Yes,No,4.371118065,15,5,.,0,0,0.75,0,0,0,10.23,0,0,0,0,0,No,No,Woman,22,Living in Shared Accommodations,No,No,10.18232626,19.88144051,43.252934,-79.924622,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,A,N,N,N,D,N,D,D,3
1131,575596673,No,Yes,Yes,No,NA,10,2,.,0,0,5.33,0,0,0,10.23,0,0,0,0,0,No,No,Man,20,Living in Shared Accommodations,No,No,14.30782564,37.4575743,43.257822,-79.919413,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,A,N,A,A,A,A,A,A,2
1132,575621852,No,Yes,Yes,No,NA,30,5,.,0,0,7.45,0,0,0,10.23,0,0,0,0,0,No,No,Woman,20,Living in Shared Accommodations,No,No,13.55660792,8.22849688,43.25222,-79.93953,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,N,SD,D,N,A,SD,A,D,2
1133,575627364,Yes,Yes,Yes,No,2.91407871,10,5,.,0,0,12.42,0,0,0,10.23,0,0,0,0,0,No,No,Woman,20,Living in Shared Accommodations,No,No,19.4975356,39.64003191,43.261318,-79.907289,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,N,N,A,N,D,A,D,A,3
1134,575640286,Yes,Yes,Yes,Yes,3.496894452,12,20,5,0,0,2.66,0,0,0,10.23,0,0,0,0,0,No,Yes,Man,22,Living in Shared Accommodations,No,No,11.88381306,18.5668136,43.257705,-79.9222,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,D,D,D,N,N,N,D,D,4
1135,575643104,No,Yes,Yes,No,NA,15,40,.,0,0,3.2,0,0,0,10.23,0,0,0,0,0,No,No,Man,19,Living in Shared Accommodations,No,No,11.88381306,18.5668136,43.257905,-79.914817,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,A,A,SA,A,A,A,A,N,2
1136,575658929,No,No,Yes,Yes,NA,.,10,10,0,0,5,0,0,0,10,0,0,0,0,0,No,Yes,Woman,22,No,Living with Family,Yes,12.55240092,21.78985618,43.262869,-79.877245,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,N,A,N,N,A,D,A,N,2
1137,575677086,Yes,Yes,Yes,Yes,10.19927548,35,25,15,0,0,42.63,0,0,0,10.23,0,0,0,1,0,No,No,Man,53,No,Living with Family,Yes,15.52427002,26.63297873,43.249948,-79.887968,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,A,A,A,D,N,N,A,4
1138,575710636,No,Yes,Yes,No,NA,15,7,.,0,0,7.58,0,0,0,10.23,0,0,0,0,0,No,No,Woman,21,Living in Shared Accommodations,No,No,15.73366442,35.69782751,43.258076,-79.911943,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,N,A,D,D,N,D,N,2
1139,575714982,No,Yes,Yes,No,NA,5,5,.,0,0,21.31,0,0,0,10.23,0,0,0,0,0,No,Yes,Man,22,Living in Shared Accommodations,No,No,15.73366442,35.69782751,43.260292,-79.913012,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,A,N,A,A,A,N,N,A,2
1140,575731031,Yes,Yes,Yes,Yes,2.91407871,10,5,4,0,0,6.21,0,0,0,10.23,0,0,0,0,0,No,No,Woman,21,Living in Shared Accommodations,No,No,19.4975356,39.64003191,43.261318,-79.907289,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,SA,N,D,A,N,A,N,D,4
1141,575745189,Yes,Yes,Yes,Yes,2.91407871,10,2,5,0,0,0,0,0,0,10.23,0,0,0,0,0,No,No,Woman,19,Living in Shared Accommodations,No,No,19.4975356,39.64003191,43.261318,-79.907289,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,A,A,A,N,D,D,D,A,4
1142,575746537,No,Yes,Yes,No,NA,15,5,.,0,0,0,0,0,0,10.23,0,0,0,0,0,No,No,Man,24,Living in Shared Accommodations,No,No,16.18344475,35.43306805,43.262216,-79.90513,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,N,A,A,D,SA,N,N,2
1143,575751677,No,No,Yes,Yes,NA,.,45,40,0,0,10.66,0,0,0,10.23,0,0,0,1,0,No,Yes,Man,32,No,No,No,14.07354335,28.07222032,43.225377,-79.828408,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,D,N,N,N,N,N,N,2
1144,575753735,No,Yes,Yes,Yes,NA,15,10,2,0,0,12.42,0,0,0,10.23,0,0,0,0,0,No,Yes,Woman,22,Living in Shared Accommodations,No,No,9.653162301,16.46633437,43.258811,-79.924053,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,A,N,D,D,A,N,D,SD,3
1145,575768750,Yes,Yes,Yes,Yes,6.211180124,21.31438721,7,3,0,0,3,0,0,0,5,0,0,0,0,0,No,Yes,Man,27,No,No,No,4.643304097,6.352265804,43.257315,-79.935414,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,A,N,A,D,A,D,A,N,4
1146,575769571,No,No,Yes,Yes,NA,.,26,10,0,0,6.93,0,0,0,10.23,0,0,0,1,0,Yes,Yes,Man,22,Living in Shared Accommodations,No,No,1.664093292,0.184933346,43.231039,-79.974168,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,SA,D,SA,A,N,A,D,A,2
1147,575770369,No,Yes,No,Yes,NA,15,.,5,0,0,0,0,0,0,10.23,0,0,0,100000,0,No,No,Woman,21,Living in Shared Accommodations,No,No,14.30782564,37.4575743,43.257822,-79.919413,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,A,N,SA,SA,SA,A,N,A,2
1148,575770571,No,Yes,Yes,No,NA,10,10,.,0,0,12.42,0,0,0,10.23,0,0,0,0,0,No,No,Woman,19,Living in Shared Accommodations,No,No,14.18364008,17.29882243,43.26051,-79.89418,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,SA,SA,N,A,N,SA,SD,D,2
1149,575771533,No,Yes,Yes,No,NA,20,4,.,0,0,21.31,0,0,0,10.23,0,0,0,2,0,No,No,Man,19,Living in Shared Accommodations,No,No,16.50261063,31.43903392,43.253041,-79.92041,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,SA,SA,D,N,D,A,N,D,2
1150,575772506,Yes,Yes,Yes,No,4.371118065,15,2,.,0,0,10.66,0,0,0,10.23,0,0,0,0,0,No,No,Man,20,Living in Shared Accommodations,No,No,14.30782564,37.4575743,43.257822,-79.919413,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,A,SD,D,D,SD,D,A,D,3
