Country,Date,Yield
EA19,2011-01,3.9391
EA19,2011-02,4.4787
EA19,2011-03,4.4907
EA19,2011-04,4.6606
EA19,2011-05,4.3691
EA19,2011-06,4.3783
EA19,2011-07,4.6034
EA19,2011-08,4.2081
EA19,2011-09,4.038
EA19,2011-10,4.0786
EA19,2011-11,4.3943
EA19,2011-12,4.0932
EA19,2012-01,3.906
EA19,2012-02,3.7461
EA19,2012-03,3.2821
EA19,2012-04,3.3809
EA19,2012-05,3.527
EA19,2012-06,3.4056
EA19,2012-07,3.2481
EA19,2012-08,3.0094
EA19,2012-09,2.4178
EA19,2012-10,2.3055
EA19,2012-11,2.2467
EA19,2012-12,2.099
EA19,2013-01,2.393
EA19,2013-02,2.8582
EA19,2013-03,3.0276
EA19,2013-04,2.8551
EA19,2013-05,2.6855
EA19,2013-06,3.0709
EA19,2013-07,3.1011
EA19,2013-08,3.0967
EA19,2013-09,3.407
EA19,2013-10,3.1626
EA19,2013-11,3.1712
EA19,2013-12,3.3132
EA19,2014-01,3.2124
EA19,2014-02,3.0887
EA19,2014-03,2.8865
EA19,2014-04,2.6103
EA19,2014-05,2.555
EA19,2014-06,2.2757
EA19,2014-07,2.1583
EA19,2014-08,1.9898
EA19,2014-09,1.8485
EA19,2014-10,1.6899
EA19,2014-11,1.6171
EA19,2014-12,1.4478
EA19,2015-01,1.268
EA19,2015-02,1.2106
EA19,2015-03,0.9518
EA19,2015-04,0.8508
EA19,2015-05,1.333
EA19,2015-06,1.6651
EA19,2015-07,1.5286
EA19,2015-08,1.3923
EA19,2015-09,1.4809
EA19,2015-10,1.2032
EA19,2015-11,1.1532
EA19,2015-12,1.1933
EA19,2016-01,1.1129
EA19,2016-02,1.0397
EA19,2016-03,0.9306
EA19,2016-04,0.9614
EA19,2016-05,0.971
EA19,2016-06,0.883
EA19,2016-07,0.6209
EA19,2016-08,0.6133
EA19,2016-09,0.7341
EA19,2016-10,0.7703
EA19,2016-11,1.2307
EA19,2016-12,1.2851
EA19,2017-01,1.3089
EA19,2017-02,1.438
EA19,2017-03,1.4544
EA19,2017-04,1.26
EA19,2017-05,1.1733
EA19,2017-06,1.0707
EA19,2017-07,1.2068
EA19,2017-08,1.0441
EA19,2017-09,1.1149
EA19,2017-10,1.1489
EA19,2017-11,0.9467
EA19,2017-12,0.8786
EA19,2018-01,1.0321
EA19,2018-02,1.2695
EA19,2018-03,1.1688
EA19,2018-04,1.1261
EA19,2018-05,1.2344
EA19,2018-06,1.2885
EA19,2018-07,1.1986
EA19,2018-08,1.3655
EA19,2018-09,1.3199
EA19,2018-10,1.5554
EA19,2018-11,1.4059
EA19,2018-12,1.2121
EA19,2019-01,1.2022
EA19,2019-02,1.1199
EA19,2019-03,0.9908
EA19,2019-04,0.951
EA19,2019-05,0.8711
EA19,2019-06,0.5741
EA19,2019-07,0.3569
EA19,2019-08,0.0993
EA19,2019-09,0.0478
EA19,2019-10,0.1325
EA19,2019-11,0.3016
EA19,2019-12,0.3662
EA19,2020-01,0.3162
EA19,2020-02,0.1334
EA19,2020-03,0.3682
EA19,2020-04,0.5539
EA19,2020-05,0.4785
EA19,2020-06,0.3508
EA19,2020-07,0.2207
EA19,2020-08,0.1605
EA19,2020-09,0.123
EA19,2020-10,0.0005
EA19,2020-11,-0.0553
EA19,2020-12,-0.0915
EA19,2021-01,-0.0636
EA19,2021-02,0.0644
EA19,2021-03,0.1478
EA19,2021-04,0.205
EA19,2021-05,0.3769
EA19,2021-06,0.3038
EA19,2021-07,0.164
EA19,2021-08,0.0598
EA19,2021-09,0.1967
EA19,2021-10,0.3523
EA19,2021-11,0.3124
EA19,2021-12,0.2791
LTU,2007-01,4.275
LTU,2007-02,4.275
LTU,2007-03,4.243
LTU,2007-04,4.18
LTU,2007-05,4.364
LTU,2007-06,4.566
LTU,2007-07,4.892
LTU,2007-08,4.801
LTU,2007-09,4.718
LTU,2007-10,4.718
LTU,2007-11,4.567
LTU,2007-12,4.938
LTU,2008-01,4.733
LTU,2008-02,4.511
LTU,2008-03,4.359
LTU,2008-04,4.587
LTU,2008-05,4.796
LTU,2008-06,5.332
LTU,2008-07,5.493
LTU,2008-08,5.47
LTU,2008-09,5.454
LTU,2008-10,5.4
LTU,2008-11,8.158
LTU,2008-12,9
LTU,2009-01,13.95
LTU,2009-02,14.5
LTU,2009-03,14.5
LTU,2009-04,14.5
LTU,2009-05,14.5
LTU,2009-06,14.5
LTU,2009-07,14.5
LTU,2009-08,14.5
LTU,2009-09,14.5
LTU,2009-10,14.5
LTU,2009-11,14.5
LTU,2009-12,9.103
LTU,2010-01,8.15
LTU,2010-02,7.15
LTU,2010-03,5.15
LTU,2010-04,5.15
LTU,2010-05,5.15
LTU,2010-06,5.15
LTU,2010-07,5.15
LTU,2010-08,5.15
LTU,2010-09,5.15
LTU,2010-10,5.15
LTU,2010-11,5.15
LTU,2010-12,5.15
LTU,2011-01,5.15
LTU,2011-02,5.15
LTU,2011-03,5.15
LTU,2011-04,5.12
LTU,2011-05,5.05
LTU,2011-06,5.05
LTU,2011-07,5.05
LTU,2011-08,5.05
LTU,2011-09,5.09
LTU,2011-10,5.06
LTU,2011-11,5.25
LTU,2011-12,5.75
LTU,2012-01,5.35
LTU,2012-02,5.15
LTU,2012-03,5.29
LTU,2012-04,5.3
LTU,2012-05,5.3
LTU,2012-06,4.96
LTU,2012-07,4.82
LTU,2012-08,4.84
LTU,2012-09,4.53
LTU,2012-10,4.32
LTU,2012-11,4.11
LTU,2012-12,4
LTU,2013-01,3.97
LTU,2013-02,4.06
LTU,2013-03,4.15
LTU,2013-04,3.95
LTU,2013-05,3.54
LTU,2013-06,3.54
LTU,2013-07,3.54
LTU,2013-08,3.65
LTU,2013-09,3.89
LTU,2013-10,4.01
LTU,2013-11,3.99
LTU,2013-12,3.69
LTU,2014-01,3.42
LTU,2014-02,3.33
LTU,2014-03,3.33
LTU,2014-04,3.26
LTU,2014-05,2.98
LTU,2014-06,2.92
LTU,2014-07,2.9
LTU,2014-08,2.61
LTU,2014-09,2.42
LTU,2014-10,2.27
LTU,2014-11,2.17
LTU,2014-12,1.9
LTU,2015-01,1.66
LTU,2015-02,1.2
LTU,2015-03,1.11
LTU,2015-04,0.58
LTU,2015-05,0.99
LTU,2015-06,1.41
LTU,2015-07,1.64
LTU,2015-08,1.64
LTU,2015-09,1.64
LTU,2015-10,1.64
LTU,2015-11,1.57
LTU,2015-12,1.49
LTU,2016-01,1.47
LTU,2016-02,1.42
LTU,2016-03,1.42
LTU,2016-04,1.31
LTU,2016-05,0.86
LTU,2016-06,0.86
LTU,2016-07,0.86
LTU,2016-08,0.86
LTU,2016-09,0.79
LTU,2016-10,0.31
LTU,2016-11,0.31
LTU,2016-12,0.31
LTU,2017-01,0.31
LTU,2017-02,0.31
LTU,2017-03,0.31
LTU,2017-04,0.31
LTU,2017-05,0.31
LTU,2017-06,0.31
LTU,2017-07,0.31
LTU,2017-08,0.31
LTU,2017-09,0.31
LTU,2017-10,0.31
LTU,2017-11,0.31
LTU,2017-12,0.31
LTU,2018-01,0.31
LTU,2018-02,0.31
LTU,2018-03,0.31
LTU,2018-04,0.31
LTU,2018-05,0.31
LTU,2018-06,0.31
LTU,2018-07,0.31
LTU,2018-08,0.31
LTU,2018-09,0.31
LTU,2018-10,0.31
LTU,2018-11,0.31
LTU,2018-12,0.31
LTU,2019-01,0.31
LTU,2019-02,0.31
LTU,2019-03,0.31
LTU,2019-04,0.31
LTU,2019-05,0.31
LTU,2019-06,0.31
LTU,2019-07,0.31
LTU,2019-08,0.31
LTU,2019-09,0.31
LTU,2019-10,0.31
LTU,2019-11,0.31
LTU,2019-12,0.31
LTU,2020-01,0.31
LTU,2020-02,0.31
LTU,2020-03,0.31
LTU,2020-04,0.31
LTU,2020-05,0.31
LTU,2020-06,0.17
LTU,2020-07,0.16
LTU,2020-08,0.16
LTU,2020-09,0.16
LTU,2020-10,0.16
LTU,2020-11,0.16
LTU,2020-12,0.16
LTU,2021-01,0.16
LTU,2021-02,0.16
LTU,2021-03,0.16
LTU,2021-04,0.16
LTU,2021-05,0.16
LTU,2021-06,0.16
LTU,2021-07,0.16
LTU,2021-08,0.16
LTU,2021-09,0.16
LTU,2021-10,0.16
LTU,2021-11,0.16
LTU,2021-12,0.16
EST,2020-06,0.14
EST,2020-07,0.05
EST,2020-08,0
EST,2020-09,0.01
EST,2020-10,-0.08
EST,2020-11,-0.14
EST,2020-12,-0.18
EST,2021-01,-0.19
EST,2021-02,-0.11
EST,2021-03,0.05
EST,2021-04,0.09
EST,2021-05,0.16
EST,2021-06,0.13
EST,2021-07,0.09
EST,2021-08,0.02
EST,2021-09,0.03
EST,2021-10,0.18
EST,2021-11,0.2
EST,2021-12,0.11
